sample_id,dataset,variant,llm,run,original_id
36,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-5,17
37,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-2,14
38,Industry,Baseline,O4Mini,O4Mini-2,7
39,Industry,Baseline,O4Mini,O4Mini-1,21
40,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,17
41,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-1,6
42,Industry,LADEX-ALG-NA,O4Mini,O4Mini-4,6
43,Industry,Baseline,gpt41mini,gpt41mini-5,14
44,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-4,15
45,Industry,Baseline,gpt41mini,gpt41mini-3,3
46,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,17
47,Industry,LADEX-LLM-NA,O4Mini,O4Mini-2,2
48,Industry,Baseline,gpt41mini,gpt41mini-5,21
49,Industry,LADEX-LLM-NA,O4Mini,O4Mini-4,7
50,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-2,12
51,Industry,Baseline,O4Mini,O4Mini-5,19
52,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-2,19
53,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-3,7
54,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-3,8
55,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-4,12
56,Industry,Baseline,O4Mini,O4Mini-1,18
57,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-5,1
58,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-5,16
59,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,8
60,Industry,Baseline,gpt41mini,gpt41mini-4,17
61,Industry,LADEX-LLM-NA,O4Mini,O4Mini-1,5
62,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-4,20
63,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,6
64,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-3,18
65,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-4,18
66,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,21
67,Industry,LADEX-LLM-NA,O4Mini,O4Mini-1,11
68,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,7
69,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,8
70,Industry,LADEX-LLM-NA,O4Mini,O4Mini-1,6
71,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,7
72,Industry,Baseline,gpt41mini,gpt41mini-2,1
73,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,20
74,Industry,Baseline,O4Mini,O4Mini-1,12
75,Industry,LADEX-ALG-NA,O4Mini,O4Mini-5,9
76,Industry,LADEX-ALG-NA,O4Mini,O4Mini-2,11
77,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,2
78,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-3,6
79,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-4,10
80,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,12
81,Industry,Baseline,O4Mini,O4Mini-3,10
82,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,8
83,Industry,LADEX-ALG-NA,O4Mini,O4Mini-5,15
84,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-1,14
85,Industry,LADEX-LLM-NA,O4Mini,O4Mini-3,20
86,Industry,LADEX-LLM-NA,O4Mini,O4Mini-2,6
87,Industry,Baseline,gpt41mini,gpt41mini-4,8
88,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,3
89,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,17
90,Industry,Baseline,O4Mini,O4Mini-3,20
91,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,18
92,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,19
93,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,15
94,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-1,5
95,Industry,LADEX-LLM-NA,O4Mini,O4Mini-3,2
96,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-1,8
97,Industry,Baseline,gpt41mini,gpt41mini-1,20
98,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,1
99,Industry,Baseline,O4Mini,O4Mini-1,20
100,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,21
101,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,4
102,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,6
103,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-2,3
104,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,11
105,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-1,2
106,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,20
107,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-1,17
108,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-2,20
109,Industry,LADEX-ALG-NA,O4Mini,O4Mini-1,8
110,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-1,15
111,Industry,LADEX-ALG-NA,O4Mini,O4Mini-4,1
112,Industry,LADEX-ALG-NA,O4Mini,O4Mini-2,18
113,Industry,Baseline,O4Mini,O4Mini-3,11
114,Industry,LADEX-LLM-NA,O4Mini,O4Mini-2,1
115,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-5,8
116,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-2,1
117,Industry,LADEX-ALG-NA,O4Mini,O4Mini-5,17
118,Industry,Baseline,gpt41mini,gpt41mini-1,18
119,Industry,Baseline,O4Mini,O4Mini-2,21
120,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-2,18
121,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-3,21
122,Industry,LADEX-ALG-NA,O4Mini,O4Mini-1,19
123,Industry,LADEX-ALG-NA,O4Mini,O4Mini-2,4
124,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,9
125,Industry,LADEX-LLM-NA,O4Mini,O4Mini-1,1
126,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-3,5
127,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-3,9
128,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,7
129,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,18
130,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-2,6
131,Industry,LADEX-ALG-NA,O4Mini,O4Mini-5,20
132,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,16
133,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-1,17
134,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-5,12
135,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,8
136,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-1,9
137,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-2,21
138,Industry,LADEX-LLM-NA,O4Mini,O4Mini-2,5
139,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-5,6
140,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,1
141,Industry,LADEX-ALG-NA,O4Mini,O4Mini-2,2
142,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-3,7
143,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,3
144,Industry,LADEX-ALG-NA,O4Mini,O4Mini-4,21
145,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-5,3
146,Industry,Baseline,O4Mini,O4Mini-1,2
147,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-3,18
148,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-3,5
149,Industry,Baseline,O4Mini,O4Mini-4,11
150,Industry,LADEX-ALG-NA,O4Mini,O4Mini-3,17
151,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,7
152,Industry,LADEX-LLM-NA,O4Mini,O4Mini-3,8
153,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,19
154,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-4,4
155,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,16
156,Industry,LADEX-ALG-NA,O4Mini,O4Mini-4,7
157,Industry,LADEX-ALG-NA,O4Mini,O4Mini-2,15
158,Industry,LADEX-LLM-NA,O4Mini,O4Mini-4,4
159,Industry,Baseline,O4Mini,O4Mini-5,3
160,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-3,21
161,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-2,9
162,Industry,LADEX-ALG-NA,O4Mini,O4Mini-1,12
163,Industry,Baseline,gpt41mini,gpt41mini-4,10
164,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-5,8
165,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,11
166,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,5
167,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-4,19
168,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-2,10
169,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-5,20
170,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-3,18
171,Industry,Baseline,O4Mini,O4Mini-2,10
172,Industry,Baseline,O4Mini,O4Mini-3,19
173,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-3,12
174,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-5,11
175,Industry,LADEX-ALG-NA,O4Mini,O4Mini-5,21
176,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,18
177,Industry,LADEX-ALG-NA,O4Mini,O4Mini-3,12
178,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-3,10
179,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-2,3
180,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-2,2
181,Industry,LADEX-LLM-NA,O4Mini,O4Mini-4,3
182,Industry,Baseline,gpt41mini,gpt41mini-2,7
183,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,3
184,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-2,8
185,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-1,3
186,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,4
187,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,2
188,Industry,Baseline,gpt41mini,gpt41mini-3,21
189,Industry,Baseline,gpt41mini,gpt41mini-4,16
190,Industry,Baseline,gpt41mini,gpt41mini-3,15
191,Industry,LADEX-LLM-NA,O4Mini,O4Mini-1,10
192,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-2,7
193,Industry,Baseline,gpt41mini,gpt41mini-1,6
194,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,20
195,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,5
196,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,9
197,Industry,Baseline,O4Mini,O4Mini-3,1
198,Industry,Baseline,gpt41mini,gpt41mini-1,19
199,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,16
200,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-2,17
201,Industry,Baseline,gpt41mini,gpt41mini-3,16
202,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,17
203,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-5,17
204,Industry,Baseline,O4Mini,O4Mini-2,14
205,Industry,LADEX-LLM-NA,O4Mini,O4Mini-3,10
206,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-2,3
207,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-4,10
208,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-5,8
209,Industry,LADEX-ALG-NA,O4Mini,O4Mini-1,21
210,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,4
211,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,8
212,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-2,19
213,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,5
214,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,7
215,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-1,6
216,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,20
217,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-2,2
218,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,16
219,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,1
220,Industry,Baseline,gpt41mini,gpt41mini-4,2
221,Industry,LADEX-ALG-NA,O4Mini,O4Mini-2,8
222,Industry,Baseline,O4Mini,O4Mini-1,5
223,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-4,16
224,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-3,20
225,Industry,LADEX-ALG-NA,O4Mini,O4Mini-3,8
226,Industry,Baseline,O4Mini,O4Mini-1,3
227,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,17
228,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-3,2
229,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-1,4
230,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,19
231,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-2,21
232,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-1,10
233,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,17
234,Industry,Baseline,gpt41mini,gpt41mini-3,2
235,Industry,LADEX-LLM-NA,O4Mini,O4Mini-5,16
236,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,6
237,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,4
238,Industry,Baseline,O4Mini,O4Mini-4,9
239,Industry,Baseline,gpt41mini,gpt41mini-3,8
240,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,15
241,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,1
242,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-5,11
243,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-4,11
244,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-5,6
245,Industry,LADEX-LLM-NA,O4Mini,O4Mini-4,20
246,Industry,LADEX-LLM-NA,O4Mini,O4Mini-2,9
247,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-4,18
248,Industry,Baseline,gpt41mini,gpt41mini-3,6
249,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-4,2
250,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-5,2
251,Industry,Baseline,O4Mini,O4Mini-2,20
252,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-3,18
253,Industry,Baseline,O4Mini,O4Mini-4,5
254,Industry,Baseline,gpt41mini,gpt41mini-5,9
255,Industry,Baseline,gpt41mini,gpt41mini-3,1
256,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-3,12
257,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-1,8
258,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-4,12
259,Industry,Baseline,gpt41mini,gpt41mini-2,16
260,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-2,20
261,Industry,Baseline,O4Mini,O4Mini-2,4
262,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-2,2
263,Industry,LADEX-ALG-NA,O4Mini,O4Mini-4,8
264,Industry,Baseline,gpt41mini,gpt41mini-2,4
265,Industry,Baseline,gpt41mini,gpt41mini-2,14
266,Industry,Baseline,gpt41mini,gpt41mini-2,10
267,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-1,14
268,Industry,Baseline,O4Mini,O4Mini-4,20
269,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-1,17
270,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-3,16
271,Industry,LADEX-LLM-NA,O4Mini,O4Mini-3,5
272,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-4,10
273,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-1,9
274,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-2,9
275,Industry,LADEX-LLM-NA,O4Mini,O4Mini-3,11
276,Industry,Baseline,O4Mini,O4Mini-5,12
277,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-1,20
278,Industry,LADEX-ALG-NA,O4Mini,O4Mini-1,16
279,Industry,LADEX-LLM-NA,gpt41mini,gpt41mini-5,9
280,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-5,18
281,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-5,9
282,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-4,8
283,Industry,LADEX-ALG-NA,gpt41mini,gpt41mini-5,7
284,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-2,12
285,Industry,LADEX-ALG-LLM,gpt41mini,gpt41mini-2,6
286,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-1,1
287,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-3,20
288,Industry,Baseline,O4Mini,O4Mini-4,12
289,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-1,16
290,Industry,LADEX-LLM-NA,O4Mini,O4Mini-2,20
291,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-4,17
292,Industry,LADEX-ALG-NA,O4Mini,O4Mini-3,1
293,Industry,Baseline,gpt41mini,gpt41mini-5,8
294,Industry,Baseline,O4Mini,O4Mini-1,4
295,Industry,Baseline,gpt41mini,gpt41mini-3,18
296,Industry,LADEX-ALG-LLM,O4Mini,O4Mini-4,11
297,Industry,Baseline,O4Mini,O4Mini-5,15
298,Industry,LADEX-LLM-LLM,O4Mini,O4Mini-2,17
299,Industry,LADEX-ALG-NA,O4Mini,O4Mini-5,12
300,Industry,LADEX-LLM-LLM,gpt41mini,gpt41mini-4,14
